"","Funnel Disciplines","Gender","Pinnacle Result","Pinnacle Time","worldsFlag","juniorsFlag","pinnacleFlag","Years Out from Games"
"835","K2 500m","Men",4,94.05,TRUE,FALSE,TRUE,1
"836","K2 500m","Women",2,NA,TRUE,FALSE,TRUE,6
"837","K1 500m","Men",1,109.64,TRUE,FALSE,TRUE,1
"838","K1 500m","Men",2,NA,TRUE,FALSE,TRUE,2
"839","K2 500m","Men",1,97.57,TRUE,FALSE,TRUE,1
"840","K4 500m","Women",3,97.887,TRUE,FALSE,TRUE,1
"841","K4 500m","Women",9,105.061,TRUE,TRUE,TRUE,3
"842","K2 500m","Men",5,93.41,TRUE,FALSE,TRUE,1
"843","K2 500m","Men",6,96.37,TRUE,FALSE,TRUE,2
"844","K2 500m","Men",3,92.53,TRUE,FALSE,TRUE,3
"845","K2 500m","Men",6,96.22,FALSE,FALSE,TRUE,4
"846","C1 200m","Men",4,39.819,TRUE,FALSE,TRUE,1
"847","C1 200m","Men",3,39.953,TRUE,FALSE,TRUE,2
"848","C1 200m","Men",11,44.842,TRUE,FALSE,TRUE,3
"849","C1 200m","Men",1,40.323,TRUE,FALSE,TRUE,5
"850","K2 1000m","Men",1,NA,TRUE,FALSE,TRUE,2
"851","K1 500m","Men",7,105.3,TRUE,FALSE,TRUE,1
"852","K1 500m","Men",2,109.31,TRUE,FALSE,TRUE,2
"853","K1 500m","Men",5,120.94,TRUE,FALSE,TRUE,5
